id,city,buildYear,squareMeters,rooms,price,price_per_square_meter
d18c7d45f502762b3847ab9a20d3469c,krakow,2014.0,27.0,2.0,455000,16851.85185185185
6b1895bd1ce6bf59230ef99b0cc85e38,krakow,2014.0,27.0,2.0,455000,16851.85185185185
fd305af9ac84f28b262f461491006007,krakow,1980.0,27.0,1.0,460000,17037.037037037036
831b9c8d438ffa574ca03f11e99ea384,krakow,1930.0,27.0,1.0,469000,17370.370370370369
4bc81ef09e115c323ec03dcb86229c1e,krakow,1980.0,27.0,1.0,479000,17740.740740740741
da54b02e31caeb2645f59c604442e81d,krakow,1969.0,27.0,2.0,480000,17777.777777777777
c7af06039f1d038a3a621e2c9818c6cb,krakow,2024.0,27.0,1.0,495000,18333.333333333332
831b9c8d438ffa574ca03f11e99ea384,krakow,1930.0,27.0,1.0,499000,18481.481481481482
617c473b9c1cd5341b2b206be7959e7f,krakow,1963.0,27.0,1.0,499000,18481.481481481482
659674e4f2531c4b8cc1e886c4445b5a,krakow,,27.0,1.0,500000,18518.518518518518
b44c0231688d4ab5fe37abf3f9267631,krakow,1960.0,27.0,1.0,510000,18888.888888888891
65bf96272279e0361ef208dbccc978e0,krakow,2018.0,27.0,1.0,540000,20000.0
9c27b7a8290e3df0f1c5529c8fb64592,krakow,2023.0,27.0,1.0,559000,20703.703703703704
5cadbe335a99fbd806722cd0430d8974,krakow,,27.0,2.0,640000,23703.703703703704
3480758410ea60be651adbc300f21713,krakow,,27.0,2.0,640000,23703.703703703704
e0ea52c671b205fb927cd960b3729353,krakow,2021.0,27.0,1.0,640000,23703.703703703704
3990947efee923bdcf498ef2941b66fd,krakow,1900.0,27.0,1.0,649000,24037.037037037036
6e74a88da30a729178d923f643f7e754,krakow,,27.0,1.0,650000,24074.074074074073
53d763aa46b33f886d2bd7ce4eb93bf4,krakow,2016.0,27.0,1.0,659000,24407.407407407409
53d763aa46b33f886d2bd7ce4eb93bf4,krakow,2016.0,27.0,1.0,690000,25555.555555555555
a2a84acbd17896703b1fd53f691589fe,krakow,,27.0,1.0,691000,25592.592592592591
e366aa964c351ae8f59b0d9d588eb9f9,krakow,,27.0,1.0,765000,28333.333333333332
c56a84ae8b00d1e8969a5b3e355c14a1,krakow,1886.0,27.0,1.0,765000,28333.333333333332
6786b00d5848085b5551e8423610a5c2,krakow,1886.0,27.0,1.0,765000,28333.333333333332
975cfe17332341067b893b7070ac2cb0,krakow,1886.0,27.0,1.0,770000,28518.518518518518
1fada2cac1c60d60e30608f0222fc06f,krakow,2010.0,27.03,1.0,479000,17721.050684424714
c8c8662f2d436f17b47e67d7a2a80792,krakow,2010.0,27.03,1.0,490000,18128.005919348871
b12d580be983b35ede973e71ed6c6026,krakow,2022.0,27.21,1.0,729000,26791.62072767365
9b903f79d7b75604c84ed904b8bf70fc,krakow,,27.3,1.0,429000,15714.285714285714
ceb9ff9d6015948d383df90e8041066c,krakow,,27.3,1.0,546000,20000.0
bb3aad500a73682e993cd6fcc087671a,krakow,2018.0,27.37,1.0,599000,21885.275849470221
4e98b9c1f169f0ccf13772248a9a1a3a,krakow,2014.0,27.4,1.0,470000,17153.284671532849
871e6b0c20413170e388aea2353fea32,krakow,,27.47,1.0,549400,20000.0
3c1fe7156b74ef8d501796e3458b25e6,krakow,2016.0,27.47,1.0,549400,20000.0
9feba16baf2dbc3b4a080cb468fb8457,krakow,2024.0,27.49,1.0,709000,25791.196798835943
d805aed6628d2088b5d49eb785a33efd,krakow,2024.0,27.49,1.0,709900,25823.935976718807
79e5f01acef1f61c43ae2fbac760d704,krakow,2021.0,27.5,1.0,597000,21709.090909090908
03cecd1368315cf9bb2a3722b2deb373,krakow,,27.5,2.0,720000,26181.81818181818
0e8d0fb7eba54282f30316079e98bc08,krakow,1886.0,27.5,1.0,785000,28545.454545454544
e945dbeade783c0f9633976a52f18222,krakow,1960.0,27.54,1.0,372000,13507.625272331155
ccb3748a50f6c45e92a4245a54eed787,krakow,2021.0,27.54,1.0,649000,23565.72258533043
4decc0bb55f7b4b6e2bbe092b8bf6a97,krakow,1965.0,27.56,1.0,519000,18831.640058055153
38491adc9dbd9f6260bdd45db56df9e5,krakow,1961.0,27.56,1.0,527782,19150.290275761974
d0a10122f9b1ad4646e04ecf1e13d33c,krakow,2020.0,27.57,1.0,560000,20311.933260790713
d0a10122f9b1ad4646e04ecf1e13d33c,krakow,2020.0,27.57,1.0,585000,21218.715995647442
67bfedb7fb89ab7c97ab7ff971750ad4,krakow,,27.58,1.0,425000,15409.717186366934
67e77ed64562654ad6be2eec35e06a81,krakow,2021.0,27.58,1.0,597000,21646.120377084844
5f95a348e7137935dd7d8e6996fbe42c,krakow,,27.6,1.0,549000,19891.304347826084
71d7e0dc336bc7b303dced7df3ee6073,krakow,2021.0,27.6,1.0,597000,21630.434782608696
d6fcdedb8d8c63e054bc01c5f33931c2,krakow,2021.0,27.6,1.0,597000,21630.434782608696
bb52dc6275523e13bdde9b34885f0567,krakow,2021.0,27.6,1.0,597000,21630.434782608696
7e833af0c1ea61e9f90b98671c5085c2,krakow,,27.62,1.0,580000,20999.275887038377
ec80ba9ef307465bf08d469bca6e870c,krakow,1890.0,27.62,1.0,580000,20999.275887038377
b87919e4638f92c1279189570f01610e,krakow,2023.0,27.63,1.0,524970,19000.0
9813df3ad2c12d55508f517562915d9c,krakow,1935.0,27.69,1.0,520000,18779.342723004695
a4f75221ba90ee4e300080017f9cf7df,krakow,2000.0,27.69,2.0,549000,19826.652221018416
58505791082158aef644db7d12199611,krakow,2000.0,27.69,2.0,549000,19826.652221018416
eb5de07a09879e34ab1d3d3e8512b49e,krakow,1978.0,27.9,2.0,549000,19677.419354838712
1b0c82f41005ed0fe5ae461c0f8a2840,krakow,2021.0,27.9,1.0,597000,21397.849462365593
1aea955e199017aacba6bf2893743db2,krakow,2020.0,27.97,1.0,739000,26421.165534501251
f7fcb3dfb8c863a349ff2ab6369d5309,krakow,2020.0,27.97,1.0,769000,27493.743296388988
c60449e37f0a200368ad23f99146ce7d,krakow,2000.0,28.0,1.0,379000,13535.714285714286
8282935b2d9a7657530467309bb2b625,krakow,1997.0,28.0,1.0,410000,14642.857142857143
74fc90559d81258c98807d5752fa99d9,krakow,2002.0,28.0,1.0,420000,15000.0
7b4b8cf656b08d82942072c7bb35ff29,krakow,1950.0,28.0,1.0,430000,15357.142857142857
1a54648f6d5376cbb0115496e5364505,krakow,1950.0,28.0,1.0,430000,15357.142857142857
119ff61b2e800d23ea3349f53264eb76,krakow,1955.0,28.0,1.0,430000,15357.142857142857
83385b6e6898b34be8b9bfb5f1638819,krakow,1955.0,28.0,1.0,430000,15357.142857142857
5f2a26b40d05637664bdc881ce39285e,krakow,1960.0,28.0,1.0,430000,15357.142857142857
ca5e74cedeec3ca71700891c64fea1c1,krakow,1950.0,28.0,1.0,440000,15714.285714285714
525346a9be7d6475074fc5ec6f129dea,krakow,,28.0,1.0,450000,16071.428571428571
d4dde83c2ac53f6da7cec86517afdb33,krakow,1910.0,28.0,2.0,450000,16071.428571428571
b90d00beb0eee6657bc2228d40394346,krakow,,28.0,1.0,465000,16607.142857142859
fce42f7d14ff40f1c5a32714aececb5e,krakow,,28.0,1.0,469000,16750.0
2e978488a8a7833b8b07614f709d393b,krakow,,28.0,1.0,479000,17107.142857142859
